name	region	elevation	gps	area	population	density	zip	suj	ecv	tel
Nižná	Trnavský kraj	183	48.536389°N 17.655556°E	8,05	535	66,46	922 06	507369	PN	+421-33	
Nižná	Žilinský kraj	551 - 1 222	49.310278°N 19.530000°E	27,78	4 006	144,2	027 43	509876	TS	+421-43	
Nižná Boca	Žilinský kraj	851	48.9486°N 19.7686°E	25,17	160	6,36	032 34 	510874	LM	+421-44	
Nižná Hutka	Košický kraj	181	48.657778°N 21.359167°E	4,34	588	135,48	040 18 	518140	KS	+421-55	
Nižná Jablonka	Prešovský kraj	303	49.1280°N 22.0860°E	11,89	195	16,4	067 34	520535	HE	+421-57	
Nižná Jedľová	Prešovský kraj	286	49.338172°N 21.557392°E	4,75	83	17,47	089 01 	527629	SK	+421-54	
Nižná Kamenica	Košický kraj	308	48.760208°N 21.479169°E	13,33	544	40,81	044 45 	521728	KS	+421-55	
Nižná Myšľa	Košický kraj	235	48.623611°N 21.365278°E	12,61	1 659	131,56	044 15	521736	KS	+421-55	
Nižná Olšava	Prešovský kraj	191	49.1437°N 21.6326°E	11,4	400	35,09	090 32 	527637	SP	+421-54	
Nižná Pisaná	Prešovský kraj	321	49.3852°N 21.6017°E	7,38	85	11,52	090 01 	527645	SK	+421-54	
Nižná Polianka	Prešovský kraj	395	49.4042°N 21.4023°E	5,88	250	42,52	086 36	519634	BJ	+421-54	
Nižná Rybnica	Košický kraj	118	48.7542°N 22.1521°E	9	421	46,78	073 01 	522813	SO	+421-56	
Nižná Sitnica	Prešovský kraj	169	49.0660°N 21.7934°E	9,17	330	35,99	094 07	528897	HE	+421-57	
Nižná Slaná	Košický kraj	360	48.724722°N 20.411111°E	18,94	1 234	65,15	049 23	526045	RV	+421-58	
Nižná Voľa	Prešovský kraj	270	49.2225°N 21.3725°E	7,17	284	39,61	086 21 	519642	BJ	+421-54	
Nižné Ladičkovce	Prešovský kraj	198	49.0212°N 21.9033°E	8,55	347	40,58	067 11 	520543	HE	+421-57	
Nižné Nemecké	Košický kraj	115	48.6544°N 22.2380°E	7,25	323	44,55	072 52 	522821	SO	+421-56	
Nižné Repaše	Prešovský kraj	747	49.086667°N 20.703611°E	10,33	181	17,52	053 71 	543390	LE	+421-53	
Nižné Ružbachy	Prešovský kraj	555	49.2815°N 20.5768°E	9,79	637	65,07	065 02 	526916	SL	+421-52	
Nižný Čaj	Košický kraj	207	48.6659°N 21.3981°E	2,95	275	93,22	044 16 	521744	KS	+421-55	
Nižný Hrabovec	Prešovský kraj	126	48.854444°N 21.753611°E	11,29	1 639	145,17	094 21	528901	VT	+421-57	
Nižný Hrušov	Prešovský kraj	130	48.8068°N 21.7728°E	18,52	1 612	87,04	094 22	528919	VT	+421-57	
Nižný Klátov	Košický kraj	370	48.7276°N 21.1421°E	5,99	748	124,87	044 12	521752	KS	+421-55	
Nižný Komárnik	Prešovský kraj	362	49.375278°N 21.696111°E	12,38	175	14,14	090 05 	527653	SK	+421-54	
Nižný Kručov	Prešovský kraj	133	48.911800°N 21.653600°E	3,7	409	110,54	093 01 	528927	VT	+421-57	
Nižný Lánec	Košický kraj	197	48.5377°N 21.1089°E	4,1	442	107,8	044 73 	521761	KS	+421-55	
Nižný Mirošov	Prešovský kraj	302	49.3559°N 21.4745°E	7,02	256	36,47	090 11 	527661	SK	+421-54	
Nižný Orlík	Prešovský kraj	257	49.3357°N 21.5254°E	9,32	301	32,3	090 11 	527670	SK	+421-54000000	
Nižný Skálnik	Banskobystrický kraj	236	48.4538°N 19.9688°E	5,3	196	36,98	980 52 	557790	RS	+421-47	
Nižný Slavkov	Prešovský kraj	511	49.102222°N 20.850278°E	23,14	817	35,31	082 75	524921	SB	+421-51	
Nižný Tvarožec	Prešovský kraj	420	49.3637°N 21.1873°E	11,16	518	46,42	086 02 	519669	BJ	+421-54	
Nižný Žipov	Košický kraj	126	48.5823°N 21.6370°E	17,07	1 471	86,17	076 17	528609	TV	+421-56	
Nolčovo	Žilinský kraj	421	49.1095°N 19.0761°E	15,02	240	15,98	038 54 	512486	MT	+421-43	
Norovce	Nitriansky kraj	240	48.633333°N 18.183333°E	6,33	316	49,92	956 38 	505251	TO	+421-38	
Nová Baňa	Banskobystrický kraj	442	48.424444°N 18.639167°E	61,26	7 567	123,52	968 01	517097	ZC	+421-45	
Nová Bašta	Banskobystrický kraj	271	48.1729°N 19.9440°E	13,18	504	38,24	980 34	515230	RS	+421-47	
Nová Bošáca	Trenčiansky kraj	306 (centrum obce)	48.8786°N 17.7957°E	33,44	1 113	33,28	913 08	506303	NM	+421-32	
Nová Bystrica	Žilinský kraj	593	49.3448°N 19.0071°E	125,26	2 808	22,42	023 05	509311	CA	+421-41	
Nová Dedina	Nitriansky kraj	200	48.281111°N 18.644722°E	29,17	1 536	52,66	935 25	502588	LV	+421-36	
Nová Dedinka	Bratislavský kraj	128	48.191111°N 17.361944°E	10,24	2 205	215,33	900 29	508136	SC	+421-2	
Nová Dubnica	Trenčiansky kraj	240	48.935000°N 18.147222°E	11,25	11 331	1 007,2	018 51	513440	IL	+421-42	
Nová Kelča	Prešovský kraj	180	49.0598°N 21.6945°E	11,84	387	32,69	094 04	528935	VT	+421-57	
Nová Lehota	Trenčiansky kraj	450	48.658333°N 17.979722°E	18,21	199	10,93	916 35 	506311	NM	+421-33	
Nová Lesná	Prešovský kraj	747	49.1224°N 20.2674°E	4,17	1 564	375,06	059 86	523763	PP	+421-52	
Nová Ľubovňa	Prešovský kraj	562	49.271111°N 20.681389°E	14,43	2 939	203,67	065 11	526924	---	+421-52	
Nová Polhora	Košický kraj	221	48.8321°N 21.3156°E	2,08	439	211,06	044 44 	521795	KS	+421-55	
Nová Polianka	Prešovský kraj	344	49.2871°N 21.6214°E	5,48	78	14,23	089 01 	527688	SK	+421-54	
Nová Sedlica	Prešovský kraj	421	49.045556°N 22.515556°E	32,81	293	8,93	067 68 	520551	SV	+421-57	
Nová Ves	Banskobystrický kraj	164	48.1685°N 19.3647°E	8,5	407	47,88	991 05 	516244	VK	+421-47	
Nová Ves nad Váhom	Trenčiansky kraj	181	48.733333°N 17.883333°E	12,11	545	45	916 31 	556459	NM	+421-32	
Nová Ves nad Žitavou	Nitriansky kraj	150	48.289167°N 18.322778°E	10,17	1 322	129,99	951 51	500631	NR	+421-37	
Nová Vieska	Nitriansky kraj	127	47.870833°N 18.461944°E	17,61	719	40,83	943 42 	503436	NZ	+421-36	
Nováčany	Košický kraj	337	48.6902°N 21.0714°E	17,32	737	42,55	044 21 	521787	KS	+421-55	
Nováky	Trenčiansky kraj	245	48.717778°N 18.540833°E	19,29	4 262	220,94	972 71	514268	PD	+421-46	
Nové Hony	Banskobystrický kraj	211	48.3627°N 19.8249°E	16,65	188	11,29	985 42 	511676	PT	+421-47	
Nové Mesto nad Váhom	Trenčiansky kraj	195	48.754722°N 17.830833°E	32,58	20 208	620,26	915 01	506338	NM	+421-32	
Nové Sady	Nitriansky kraj	168	48.4168°N 17.9801°E	17,47	1 295	74,13	951 24	500640	NR	+421-37	
Nové Zámky	Nitriansky kraj	119	47.987625°N 18.162461°E	72,57	39 219	540,43	940 XX	503011	NZ	+421-35	
Novosad	Košický kraj	136	48.5253°N 21.7413°E	15,26	1 026	67,23	076 02	528617	TV	+421-56	
Novoť	Žilinský kraj	752	49.428333°N 19.263889°E	37,98	3 446	90,73	029 55	509884	NO	+421-43	
Nový Ruskov	Košický kraj	134	48.6443°N 21.6704°E	11	626	56,91	075 01 	528625	TV	+421-56	
Nový Salaš	Košický kraj	350	48.6112°N 21.4746°E	11,02	210	19,06	044 17 	521809	KS	+421-55	
Nový Svet	Bratislavský kraj	124	48.213889°N 17.479444°E	7,75	79	10,19	903 01 	582549	SC	+421-2	
Nový Tekov	Nitriansky kraj	171	48.2439°N 18.5209°E	29,7	836	28,15	935 33	502596	LV	+421-36	
Nový Život	Trnavský kraj	121	48.122778°N 17.466667°E	22,48	2 247	99,96	930 38	501808	DS	+421-31	
Nýrovce	Nitriansky kraj	152	48.0246°N 18.5741°E	13,49	533	39,51	935 67 	502600	LV	+421-36	
Ňagov	Prešovský kraj	355	49.2535°N 21.9371°E	9,65	434	44,97	068 01 	520519	ML	+421-57	
Ňárad	Trnavský kraj	113	47.836667°N 17.610000°E	10,45	637	60,96	930 06 	501930	DS	+421-31	
Obeckov	Banskobystrický kraj	170	48.1715°N 19.3333°E	10,88	499	45,86	991 05 	516252	VK	+421-47	
Obid	Nitriansky kraj	118	47.777778°N 18.645833°E	24,49	1 167	47,65	943 01 	582361	NZ	+421-36	
Obišovce	Košický kraj	297	48.8620°N 21.2382°E	9,76	430	44,06	044 81 	521817	KS	+421-55	
Oborín	Košický kraj	104	48.5433°N 21.8838°E	43,78	740	16,9	076 75	528633	MI	+421-56	
Obručné	Prešovský kraj	647	49.3068°N 20.9831°E	5,86	34	5,8	065 42 	526932	SL	+421-52	
Obyce	Nitriansky kraj	260	48.416667°N 18.450000°E	31,27	1 517	48,51	951 95	500658	ZM	+421-37	
Očkov	Trenčiansky kraj	166	48.653333°N 17.764167°E	4,94	473	95,75	916 22 	506346	NM	+421-32	
Očová	Banskobystrický kraj	400	48.6017°N 19.2901°E	88,34	2 603	29,47	962 23	518662	ZV	+421-45	
Odorín	Košický kraj	439	48.933611°N 20.632778°E	9,14	944	103,28	053 22	543403	SN	+421-53	
Ohrady	Trnavský kraj	113	47.991667°N 17.700000°E	14,77	1 210	81,92	930 12	501816	DS	+421-31	
Ohradzany	Prešovský kraj	170	48.9977°N 21.8400°E	11,99	641	53,46	067 22	520560	HE	+421-57	
Ochodnica	Žilinský kraj	403	49.347577°N 18.795108°E	18,05	1 926	106,7	023 35	509329	KM	+421-41	
Ochtiná	Košický kraj	338	48.6840°N 20.3280°E	14,48	524	36,19	049 35	526053	RV	+421-58	
Okoč	Trnavský kraj	112	47.890556°N 17.809722°E	63,43	3 623	57,12	930 28	501824	DS	+421-31	
Okoličná na Ostrove	Nitriansky kraj	113	47.8048°N 17.9208°E	29,89	1 519	50,82	946 13	501301	KN	+421-35	
Okrúhle	Prešovský kraj	220	49.183639°N 21.557664°E	14,97	640	42,75	090 42	527696	SK	+421-54	
Okružná	Prešovský kraj	425	49.016667°N 21.383333°E	11,52	458	39,76	082 12 	524930	PO	+421-51	
Olcnava	Košický kraj	404	48.9238°N 20.7556°E	15,21	1 059	69,63	053 61 	543411	SN	+421-53	
Olejníkov	Prešovský kraj	520	49.1870°N 21.0700°E	44,46	445	10,01	082 57 	524948	SB	+421-51	
Olešná	Žilinský kraj	480	49.423517°N 18.673964°E	19,77	1 949	98,58	023 52	509337	CA	+421-41	
Olováry	Banskobystrický kraj	190	48.1518°N 19.4108°E	18,62	301	16,17	991 22 	516261	VK	+421-47	
Olšovany	Košický kraj	230	48.705556°N 21.410833°E	9,98	599	60,02	044 19 	521825	KS	+421-55	
Oľdza	Trnavský kraj	123	48.086111°N 17.420833°E	8,86	435	49,1	930 39 	501832	DS	+421-31	
Oľka	Prešovský kraj	223	49.153333°N 21.844444°E	31,46	300	9,54	067 04	520578	ML	+421-57	
Oľšavce	Prešovský kraj	240	49.2037°N 21.3834°E	5,06	180	35,57	086 46 	519677	BJ	+421-54	
Oľšavica	Prešovský kraj	776	49.0827°N 20.7534°E	17,61	288	16,35	053 73 	543420	LE	+421-53	
Oľšavka	Prešovský kraj	286	49.2917°N 21.6869°E	8,54	226	26,46	090 22 	527700	SP	+421-54	
Oľšavka	Košický kraj	404	48.9653°N 20.8252°E	3,02	198	65,56	053 61 	543438	SN	+421-53	
Oľšinkov	Prešovský kraj	443	49.1997°N 22.0393°E	7,65	28	3,66	067 16 	520586	ML	+421-57	
Oľšov	Prešovský kraj	461	49.1800°N 20.8788°E	10,17	399	39,23	082 76 	524956	SB	+421-51	
Omastiná	Trenčiansky kraj	300	48.7771°N 18.3887°E	12,45	41	3,29	956 41 	505277	BN	+421-38	
Omšenie	Trenčiansky kraj	333	48.901389°N 18.225278°E	24,36	1 972	80,95	914 43	506354	TN	+421-32	
Ondavka	Prešovský kraj	480	49.4365°N 21.3387°E	3,47	18	5,19	086 36 	519685	BJ	+421-54	
Ondavské Matiašovce	Prešovský kraj	133	48.9348°N 21.7459°E	10,29	827	80,37	094 01 	528943	VT	+421-57	
Ondrašovce	Prešovský kraj	460	48.9888°N 21.0793°E	4,36	57	13,07	082 33 	524964	PO	+421-51	
Ondrašová	Žilinský kraj	464	48.9431°N 18.8057°E	6,98	81	11,6	038 22 	512494	TR	+421-43	
Ondrejovce	Nitriansky kraj	163	48.1350°N 18.5101°E	19,61	456	23,25	935 51 	502618	LV	+421-36	
Opátka	Košický kraj	462	48.7873°N 21.0588°E	13,9	92	6,62	044 65 	521833	KS	+421-55	
Opatovce	Trenčiansky kraj	204	48.8587°N 17.9768°E	2,9	403	138,97	913 11 	506371	TN	+421-32	
Opatovce nad Nitrou	Trenčiansky kraj	258	48.7626°N 18.5708°E	9,17	1 555	169,57	972 02	514284	PD	+421-46	
Opatovská Nová Ves	Banskobystrický kraj	154	48.1148°N 19.2762°E	9,15	713	77,92	991 07 	516279	VK	+421-47	
Opava	Banskobystrický kraj	400	48.1958°N 19.1771°E	11,76	131	11,14	991 25 	516287	VK	+421-47	
Opiná	Košický kraj	376 m	48.8537°N 21.4266°E	12,07	193	15,99	044 47 	521841	KS	+421-55	
Opoj	Trnavský kraj	135	48.300000°N 17.650000°E	4,62	996	215,58	919 32	556491	TT	+421-33	
Oponice	Nitriansky kraj	168	48.4680°N 18.1442°E	12,3	852	69,27	956 14	505285	TO	+421-38	
Oravce	Banskobystrický kraj	424	48.6848°N 19.2636°E	4,72	182	38,56	976 33 	508837	BB	+421-48	
Orávka	Banskobystrický kraj	179	48.3097°N 20.1944°E	7,19	159	22,11	980 42 	515248	RS	+421-47	
Oravská Jasenica	Žilinský kraj	630	49.395756°N 19.435711°E	23,68	1 766	74,58	029 64	509892	NO	+421-43	
Oravská Lesná	Žilinský kraj	780 (m)	49.366667°N 19.183333°E	65,63	3 333	50,78	029 57	509906	NO	+421-43	
Oravská Polhora	Žilinský kraj	686	49.5217°N 19.4461°E	84,52	3 866	45,74	029 47	509914	NO	+421-43	
Oravská Poruba	Žilinský kraj	470	49.1943°N 19.2674°E	13,26	1 030	77,68	027 54 	509922	DK	+421-43	
Oravský Biely Potok	Žilinský kraj	649	49.2859°N 19.5523°E	18,45	711	38,54	027 42 	509949	TS	043 /	
Oravský Podzámok	Žilinský kraj	511	49.266667°N 19.366667°E	35,25	1 307	37,08	027 41	509957	DK	+421-43	
Ordzovany	Prešovský kraj	543	49.0352°N 20.7865°E	12,08	174	14,4	053 06 	543446	LE	+421-53	
Orechová	Košický kraj	135	48.7054°N 22.2258°E	3,4	257	75,59	072 51 	522830	SO	+421-56	
Orechová Potôň	Trnavský kraj	118	48.018333°N 17.535000°E	21,07	1 672	79,35	930 02	501859	DS	+421-31	
Oravské Veselé	Žilinský kraj	755	49.4610°N 19.3840°E	41,21	2 884	69,98	029 62	509931	NO	+421-43	
Oreské	Trnavský kraj	244	48.7454°N 17.3038°E	3,73	377	101,07	908 63 	504599	SI	+421-34	
Oreské	Košický kraj	168	48.857458°N 21.904422°E	11,13	485	43,58	072 23 	522848	MI	+421-56	
Orešany	Nitriansky kraj	238	48.5112°N 17.8992°E	6,72	326	48,51	956 06 	556211	TO	+421-38	
Orlov	Prešovský kraj	494	49.283433°N 20.866382°E	20,77	654	31,49	065 43	526941	SL	+421-52	
Orovnica	Banskobystrický kraj	325	48.384167°N 18.596667°E	14,25	565	39,65	966 52 	580546	ZC	+421-45	
Ortuťová	Prešovský kraj	232	49.2695°N 21.4559°E	6,03	166	27,53	086 12 	519693	BJ	+421-54	
Osádka	Žilinský kraj	670	49.1843°N 19.3845°E	4,08	134	32,84	027 01 	509965	DK	+421-43	
Osadné	Prešovský kraj	385	49.143056°N 22.152222°E	26,52	181	6,83	067 34 	520594	SV	+421-57	
Osikov	Prešovský kraj	370	49.175000°N 21.263333°E	13,87	1 001	72,17	086 42 	519707	BJ	+421-54	
Oslany	Trenčiansky kraj	220	48.631389°N 18.474444°E	25,15	2 415	96,02	972 47	514292	PD	+421-46	
Osrblie	Banskobystrický kraj	580	48.757222°N 19.525833°E	24,02	391	16,28	976 45 	508845	BR	+421-48	
Ostrá Lúka	Banskobystrický kraj	462	48.5450°N 19.0523°E	20,27	300	14,8	962 61 	518671	ZV	+421-45	
Ostratice	Trenčiansky kraj	182	48.6441°N 18.2808°E	11,31	842	74,45	956 34	505307	PE	+421-38	
Ostrov	Trnavský kraj	166	48.628611°N 17.766667°E	9,36	1 217	130,02	922 01	507385	PN	+421-33	
Ostrov	Košický kraj	100	48.716667°N 22.166667°E	11,12	299	26,89	072 55 	522856	SO	+421-56	
Ostrovany	Prešovský kraj	320	49.062500°N 21.114444°E	5,85	1 912	326,84	082 22 	524981	SB	+421-51	
Ostrý Grúň	Banskobystrický kraj	450	48.5635°N 18.6631°E	16,71	505	30,22	966 77	517119	ZC	+421-45	
Osturňa	Prešovský kraj	640-840	49.3363°N 20.2415°E	41,28	316	7,66	059 79	523771	KK	+421-52	
Osuské	Trnavský kraj	218	48.633333°N 17.433333°E	11,61	606	52,2	906 12 	504602	SE	+421-34	
Oščadnica	Žilinský kraj	563	49.4375°N 18.8857°E	58,63	5 639	96,18	023 01	509345	---	+421	
Otrhánky	Trenčiansky kraj	215	48.693889°N 18.206944°E	4,66	403	86,48	956 55 	556289	BN	+421-38	
Otročok	Banskobystrický kraj	186	48.4479°N 20.2760°E	5,38	305	56,69	982 62 	515256	RA	+421-47	
Ovčiarsko	Žilinský kraj	429	49.2233°N 18.6612°E	4,89	610	124,74	010 04 	547611	ZA	+421-41	
Ovčie	Prešovský kraj	479	48.9631°N 20.9770°E	3,16	667	211,08	082 38 	524999	PO	+421-51	
Ozdín	Banskobystrický kraj	286	48.4695°N 19.6861°E	15,22	342	22,47	985 24 	511684	PT	+421-47	
Ožďany	Banskobystrický kraj	213	48.377500°N 19.895000°E	37,17	1 651	44,42	980 11	515264	RS	+421-47	
Pača	Košický kraj	418	48.677778°N 20.608333°E	25,58	604	23,61	049 41 	526061	RV	+421-58	
Padáň	Trnavský kraj	113	47.930833°N 17.682500°E	16,98	869	51,18	929 01 	501867	DS	+421-31	
Padarovce	Banskobystrický kraj	231	48.4575°N 20.0705°E	12,11	194	16,02	980 23 	515272	RS	+421-47	
Pakostov	Prešovský kraj	188	49.0918°N 21.8232°E	14,38	462	32,13	094 07 	528951	HE	+421-57	
Palárikovo	Nitriansky kraj	113	48.043333°N 18.073333°E	51,29	4 328	84,38	941 11	503452	NZ	+421-35	
Palín	Košický kraj	105	48.6577°N 21.9902°E	11,11	923	83,08	072 13	522864	MI	+421-56	
Palota	Prešovský kraj	482	49.2693°N 21.9942°E	24,12	179	7,42	068 01 	520616	ML	+421-57	
Paňa	Nitriansky kraj	178	48.230278°N 18.226667°E	11,26	366	32,5	951 05 	500666	NR	+421-37	
Paňovce	Košický kraj	241	48.6461°N 21.0632°E	20,68	588	28,43	044 71 	521850	KS	+421-55	
Papín	Prešovský kraj	280 - 482 m	49.0919°N 22.0614°E	25,88	1 006	38,87	067 33	520624	HE	+421-57	
Papradno	Trenčiansky kraj	400	49.229722°N 18.410278°E	55,97	2 532	45,24	018 13	513466	PB	+421-42	
Parchovany	Košický kraj	111	48.7518°N 21.7143°E	23,14	1 920	82,97	076 62	528676	TV	+421-56	
Parihuzovce	Prešovský kraj	445	49.110556°N 22.192778°E	9,52	32	3,36	067 35 	520632	SV	+421-57	
Párnica	Žilinský kraj	455	49.1958°N 19.2000°E	51,99	855	16,45	027 52	509973	DK	+421-43	
Partizánska Ľupča	Žilinský kraj	563	49.0651°N 19.4365°E	92,4	1 244	13,46	032 15	510904	LM	+421-44	
Partizánske	Trenčiansky kraj	195	48.625278°N 18.372500°E	22,31	23 709	1 062,71	958 01	505315	PE	+421-38	
Pastovce	Nitriansky kraj	124	47.9684°N 18.7541°E	12,86	503	39,11	935 74	502626	LV	+421-36	
Pastuchov	Trnavský kraj	200	48.425000°N 17.877778°E	15,23	988	64,87	920 63	507415	HC	+421-33	
Pašková	Košický kraj	237	48.5915°N 20.3836°E	6,01	334	55,57	049 32 	526070	RV	+421-58	
Paština Závada	Žilinský kraj	360	49.2114°N 18.6389°E	7,33	217	29,6	013 41 	547620	ZA	+421-41	
Pata	Trnavský kraj	138	48.273611°N 17.827222°E	17,55	3 062	174,47	925 53	503959	GA	+421-31	
Pataš	Trnavský kraj	112	47.876389°N 17.653611°E	9,38	805	85,82	929 01 	501883	DS	+421-31	
Patince	Nitriansky kraj	109	47.740228°N 18.287294°E	11,32	471	41,61	946 39 	501310	KN	+421-35	
Pavčina Lehota	Žilinský kraj	670 – 1 560	49.0332°N 19.5634°E	7,22	360	49,86	031 01 	510912	LM	+421-44	
Pavlice	Trnavský kraj	127	48.258333°N 17.577778°E	7,63	527	69,07	919 42 	556556	TT	+421-33	
Pavlová	Nitriansky kraj	114-246	47.901389°N 18.676389°E	7,62	236	30,97	943 59 	556033	NZ	+421-36	
Pavlova Ves	Žilinský kraj	620	49.1293°N 19.5843°E	6,83	254	37,19	032 21 	510921	LM	+421-44	
Pavlovce	Banskobystrický kraj	188	48.3282°N 20.0804°E	7,07	398	56,29	980 01 	515281	RS	+421-47	
Pavlovce	Prešovský kraj	300	49.0242°N 21.4396°E	17,57	768	43,71	094 31 	528960	VT	+421-57	
Pavlovce nad Uhom	Košický kraj	108	48.616667°N 22.066667°E	33,42	4 457	133,36	072 14	522872	MI	+421-56	
Pavľany	Prešovský kraj	794	49.0576°N 20.7116°E	7,71	52	6,74	053 71 	543454	LE	+421-53	
Pažiť	Trenčiansky kraj	200	48.631667°N 18.431944°E	3,06	424	138,56	958 03 	505323	PE	+421-38	
Pčoliné	Prešovský kraj	265	49.065556°N 22.171111°E	33,44	579	17,31	067 35	520641	SV	+421-57	
Pečenice	Nitriansky kraj	253	48.2981°N 18.7725°E	7,92	118	14,9	935 03 	502634	LV	+421-36	
Pečeňady	Trnavský kraj	166	48.482778°N 17.719167°E	8,57	534	62,31	922 07 	507431	PN	+421-33	
Pečeňany	Trenčiansky kraj	197	48.6741°N 18.2273°E	6,63	439	66,21	956 36 	505331	BN	+421-38	
Pečovská Nová Ves	Prešovský kraj	345	49.1221°N 21.0413°E	11,75	2 634	224,17	082 56	525006	SB	+421-51	
Peder	Košický kraj	182	48.579722°N 20.952222°E	11,28	405	35,9	044 05 	521868	KS	+421-55	
Perín-Chym	Košický kraj	214	48.535000°N 21.186389°E	41,51	1 430	34,45	044 74	521876	KS	+421-55	
Pernek	Bratislavský kraj	278	48.366531°N 17.146553°E	27,36	832	30,41	900 53	508161	MA	+421-34	
Petkovce	Prešovský kraj	205	49.0017°N 21.5981°E	4,35	148	34,02	094 33 	528978	VT	+421-57	
Petrikovce	Košický kraj	100	48.5478°N 21.8605°E	5,74	181	31,53	072 06 	522881	MI	+421-5664	
Petrová	Prešovský kraj	449	49.3880°N 21.1181°E	14,3	821	57,41	086 02 	519715	BJ	+421-54	
Petrova Lehota	Trenčiansky kraj	402	48.8713°N 18.1718°E	8,07	178	22,06	913 26 	581348	TN	+421-32	
Petrova Ves	Trnavský kraj	206	48.721087°N 17.160913°E	14,63	1 103	75,39	908 44	504611	SI	+421-34	
Petrovany	Prešovský kraj	230	48.9173°N 21.2608°E	17,39	1 849	106,33	082 53	525014	PO	+421-51	
Petrovce	Banskobystrický kraj	236	48.1865°N 20.0195°E	19,1	238	12,46	980 35 	515299	RS	+421-47	
Petrovce	Prešovský kraj	325	49.000000°N 21.481389°E	13,71	442	32,24	094 31 	528986	VT	+421-57	
Petrovce	Košický kraj	290	48.706389°N 22.323611°E	16,48	215	13,05	072 62 	522899	SO	+421-56	
Petrovce nad Laborcom	Košický kraj	118	48.793333°N 21.872222°E	10,22	1 006	98,43	071 01 	522902	MI	+421-56	
Petrovice	Žilinský kraj	371	49.257778°N 18.523611°E	32,54	1 535	47,17	013 53	517861	BY	+421-41	
Petrovo	Košický kraj	386	48.720924°N 20.367966°E	3,97	108	27,2	049 35 	526088	RV	+421-58	
Pezinok	Bratislavský kraj	152	48.291944°N 17.266111°E	72,76	21 851	300,32	902 01	508179	PK	+421-33	
Piešťany	Trnavský kraj	162	48.584167°N 17.833611°E	44,2	28 047	634,55	921 01	507440	PN	+421-33	
Pichne	Prešovský kraj	290	49.038611°N 22.120833°E	16,93	567	33,49	069 01 	520659	SV	+421-57	
Píla	Bratislavský kraj	245	48.383333°N 17.316667°E	0,48	323	672,92	900 89 	508187	PK	+421-33	
Píla	Banskobystrický kraj	330	48.479444°N 19.507222°E	7,55	270	35,76	985 53 	511706	LC	+421-47	
Píla	Banskobystrický kraj	380	48.5211°N 18.5937°E	25,62	143	5,58	966 81 	517127	ZC	+421-45	
Pinciná	Banskobystrický kraj	190	48.3594°N 19.7616°E	11,92	252	21,14	984 01 	511714	LC	+421-47	
Pinkovce	Košický kraj	108	48.6069°N 22.1847°E	3,14	174	55,41	072 54 	522911	SO	+421-56	
Piskorovce	Prešovský kraj	250	49.1058°N 21.7320°E	7,67	145	18,9	094 05 	528994	VT	+421-57	
Pitelová	Banskobystrický kraj	455	48.6017°N 18.9271°E	10,81	665	61,52	966 11 	517135	ZH	+421-45	
Plášťovce	Nitriansky kraj	145	48.158333°N 18.977778°E	50,51	1 616	31,99	935 82	502642	LV	+421-36	
Plavé Vozokany	Nitriansky kraj	185	48.0702°N 18.4656°E	23,13	816	35,28	935 69	502651	LV	+421-36	
Plavecké Podhradie	Bratislavský kraj	256	48.486072°N 17.257067°E	21,19	674	31,81	906 36	504629	MA	+421-34	
Plavecký Mikuláš	Bratislavský kraj	257	48.509750°N 17.304622°E	26,73	712	26,64	906 35	504637	MA	+421-34	
Plavecký Peter	Trnavský kraj	222	48.535833°N 17.325556°E	14,78	633	42,83	906 35 	504645	SE	+421-34	
Plavecký Štvrtok	Bratislavský kraj	153	48.375303°N 16.997044°E	24,18	2 349	97,15	900 68	508195	MA	+421-34	
